"sampleID","cruise_number","month","year","station_code","net_type","sample_date","sample_time","dec_lat","dec_long","station_depth_m","transect_name","station_number","station","n_cr_s","day_night","X","Y","total_sum_of_final_carbon_mg_m3"
"CM20_2001-06-29",10,"June",2001,"062901CM20","Bongo",2001-06-29,1899-12-31 16:24:00,45.48,-124.44,251,"Cape Meares",20,"CM20","S","D",387.457764174212,5037.28303893129,0
"CM20_2003-06-30",16,"June",2003,"063003CM20","Bongo",2003-06-30,1899-12-31 17:58:00,45.48,-124.44,245,"Cape Meares",20,"CM20","S","D",387.457764174212,5037.28303893129,0
"CM20_2004-06-27",20,"June",2004,"062704CM20","Bongo",2004-06-27,1899-12-31 17:41:00,45.48,-124.44,240,"Cape Meares",20,"CM20","S","D",387.457764174212,5037.28303893129,0
"CM20_2006-06-26",27,"June",2006,"062606CM20","Bongo",2006-06-26,1899-12-31 18:22:00,45.48,-124.44,250.5,"Cape Meares",20,"CM20","S","D",387.457764174212,5037.28303893129,0
"CM25_2000-06-19",7,"June",2000,"061900CM25D","Meter",2000-06-19,1899-12-31 19:48:00,45.48,-124.56,475,"Cape Meares",25,"CM25","S","D",378.079278696567,5037.45814219612,0.0213871251560186
"CM25_2003-06-30",16,"June",2003,"063003CM25","Bongo",2003-06-30,1899-12-31 20:09:00,45.48,-124.56,472,"Cape Meares",25,"CM25","S","D",378.079278696567,5037.45814219612,0.00655577070615558
"CR04_1999-06-19",4,"June",1999,"061999CR04","Meter",1999-06-19,1899-12-31 08:09:00,46.17,-124.07,27.432,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.00183624481434462
"CR04_2000-06-20",7,"June",2000,"062000CR04D","Meter",2000-06-20,1899-12-31 09:20:00,46.17,-124.07,31,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.674037241324549
"CR04_2001-06-28",10,"June",2001,"062801CR04","Bongo",2001-06-28,1899-12-31 06:18:00,46.17,-124.07,29,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.0252081336216745
"CR04_2002-06-23",13,"June",2002,"062302CR04","Bongo",2002-06-23,1899-12-31 19:04:00,46.17,-124.07,25,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.0890011357478531
"CR04_2003-06-28",16,"June",2003,"062803CR04","Bongo",2003-06-28,1899-12-31 07:53:00,46.17,-124.07,24,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,1.89677602476513
"CR04_2004-06-26",20,"June",2004,"062604CR04","Bongo",2004-06-26,1899-12-31 07:08:00,46.17,-124.07,27,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.088742922639224
"CR04_2005-06-19",23,"June",2005,"061905CR04","Bongo",2005-06-19,1899-12-31 09:13:00,46.17,-124.07,58,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.00477731598451621
"CR04_2006-06-24",27,"June",2006,"062406CR04","Bongo",2006-06-24,1899-12-31 07:52:00,46.17,-124.07,24.7,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.473274749270084
"CR04_2007-06-26",30,"June",2007,"062607CR04","Bongo",2007-06-26,1899-12-31 07:49:00,46.17,-124.07,25.3,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.00999468551162677
"CR04_2008-06-27",33,"June",2008,"062708CR04","Bongo",2008-06-27,1899-12-31 07:46:00,46.17,-124.07,25.1,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.0363690211512403
"CR04_2009-06-28",36,"June",2009,"062809CR04","Bongo",2009-06-28,1899-12-31 07:26:00,46.17,-124.07,24,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.275428973632889
"CR04_2010-06-26",39,"June",2010,"062610CR04","Bongo",2010-06-26,1899-12-31 07:34:00,46.17,-124.07,27,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.0597162516733432
"CR04_2011-06-25",42,"June",2011,"062511CR04","Bongo",2011-06-25,1899-12-31 07:22:00,46.17,-124.07,34,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.104959882144741
"CR04_2012-06-26",46,"June",2012,"062612CR04","Bongo",2012-06-26,1899-12-31 07:18:00,46.17,-124.07,29,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.0512633073708595
"CR04_2013-06-25",48,"June",2013,"062513CR04","Bongo",2013-06-25,1899-12-31 06:45:00,46.17,-124.07,31,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0
"CR04_2014-06-25",49,"June",2014,"062514CR04","Bongo",2014-06-25,1899-12-31 06:38:00,46.17,-124.07,30,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.237341363800534
"CR04_2015-06-26",52,"June",2015,"062615CR04","Bongo",2015-06-26,1899-12-31 07:33:00,46.17,-124.07,25,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.25123426710089
"CR04_2016-06-27",55,"June",2016,"062716CR04","Bongo",2016-06-27,1899-12-31 07:35:00,46.17,-124.07,25,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.545348769628139
"CR04_2017-06-26",57,"June",2017,"062617CR04","Bongo",2017-06-26,1899-12-31 07:28:00,46.17,-124.07,23,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.250961467160808
"CR04_2018-06-25",60,"June",2018,"062518CR04","Bongo",2018-06-25,1899-12-31 07:25:00,46.17,-124.07,24,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,4.64779311577739
"CR04_2019-06-25",62,"June",2019,"062519CR04","Bongo",2019-06-25,1899-12-31 07:33:00,46.17,-124.07,27,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.500387618573592
"CR04_2020-06-25",63,"June",2020,"062520CR04","Bongo",2020-06-25,1899-12-31 06:41:00,46.17,-124.07,25,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.377587827908574
"CR04_2021-06-25",65,"June",2021,"062521CR04","Bongo",2021-06-25,1899-12-31 06:39:00,46.17,-124.07,24,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.360064342597479
"CR04_2022-06-25",67,"June",2022,"062522CR04","Bongo",2022-06-25,1899-12-31 07:19:00,46.17,-124.07,25,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.147996638073681
"CR04_2023-06-26",69,"June",2023,"062623CR04","Bongo",2023-06-26,1899-12-31 07:30:00,46.17,-124.07,26,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.275281311340358
"CR07_1999-06-19",4,"June",1999,"061999CR07","Meter",1999-06-19,1899-12-31 06:41:00,46.17,-124.15,47.5488,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0
"CR07_2000-06-20",7,"June",2000,"062000CR07D","Meter",2000-06-20,1899-12-31 11:44:00,46.17,-124.15,53,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.336826866709581
"CR07_2001-06-28",10,"June",2001,"062801CR07","Bongo",2001-06-28,1899-12-31 08:07:00,46.17,-124.15,57,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.0869222846438756
"CR07_2002-06-24",13,"June",2002,"062402CR07","Bongo",2002-06-24,1899-12-31 06:08:00,46.17,-124.15,51,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.0584104856650523
"CR07_2003-06-28",16,"June",2003,"062803CR07","Bongo",2003-06-28,1899-12-31 09:31:00,46.17,-124.15,53,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.408177138448171
"CR07_2004-06-26",20,"June",2004,"062604CR07","Bongo",2004-06-26,1899-12-31 08:50:00,46.17,-124.15,52,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.0615961623882937
"CR07_2005-06-19",23,"June",2005,"061905CR07","Bongo",2005-06-19,1899-12-31 09:41:00,46.17,-124.15,52,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.0625595854057248
"CR07_2006-06-24",27,"June",2006,"062406CR07","Bongo",2006-06-24,1899-12-31 09:28:00,46.17,-124.15,55,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.0948339084294685
"CR07_2007-06-26",30,"June",2007,"062607CR07","Bongo",2007-06-26,1899-12-31 09:38:00,46.17,-124.15,63.2,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.0304147810512763
"CR07_2008-06-27",33,"June",2008,"062708CR07","Bongo",2008-06-27,1899-12-31 09:38:00,46.17,-124.15,55,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.2781054896546
"CR07_2009-06-28",36,"June",2009,"062809CR07","Bongo",2009-06-28,1899-12-31 08:54:00,46.17,-124.15,47,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.0322251533386499
"CR07_2010-06-26",39,"June",2010,"062610CR07","Bongo",2010-06-26,1899-12-31 10:56:00,46.17,-124.15,56,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.0941593157909549
"CR07_2011-06-25",42,"June",2011,"062511CR07","Bongo",2011-06-25,1899-12-31 09:02:00,46.17,-124.15,61,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.114468361557935
"CR07_2012-06-26",46,"June",2012,"062612CR07","Bongo",2012-06-26,1899-12-31 09:31:00,46.17,-124.15,59,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,1.86740143616406
"CR07_2013-06-25",48,"June",2013,"062513CR07","Bongo",2013-06-25,1899-12-31 08:43:00,46.17,-124.15,63,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.117008049192373
"CR07_2014-06-25",49,"June",2014,"062514CR07","Bongo",2014-06-25,1899-12-31 08:28:00,46.17,-124.15,49,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0
"CR07_2015-06-26",52,"June",2015,"062615CR07","Bongo",2015-06-26,1899-12-31 09:35:00,46.17,-124.15,52,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,3.00483623543338
"CR07_2016-06-27",55,"June",2016,"062716CR07","Bongo",2016-06-27,1899-12-31 09:27:00,46.17,-124.15,53,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,2.01833616500491
"CR07_2017-06-26",57,"June",2017,"062617CR07","Bongo",2017-06-26,1899-12-31 09:21:00,46.17,-124.15,54,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.87129021819562
"CR07_2018-06-25",60,"June",2018,"062518CR07","Bongo",2018-06-25,1899-12-31 09:21:00,46.17,-124.15,56,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,1.16102884041176
"CR07_2019-06-25",62,"June",2019,"062519CR07","Bongo",2019-06-25,1899-12-31 09:36:00,46.17,-124.15,52,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,10.0466644768079
"CR07_2020-06-25",63,"June",2020,"062520CR07","Bongo",2020-06-25,1899-12-31 08:51:00,46.17,-124.15,51,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.119020856286811
"CR07_2021-06-25",65,"June",2021,"062521CR07","Bongo",2021-06-25,1899-12-31 08:14:00,46.17,-124.15,50,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.0841746755886666
"CR07_2022-06-25",67,"June",2022,"062522CR07","Bongo",2022-06-25,1899-12-31 09:04:00,46.17,-124.15,56,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.226883408177076
"CR07_2023-06-26",69,"June",2023,"062623CR07","Bongo",2023-06-26,1899-12-31 09:20:00,46.17,-124.15,53,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,1.22340916561236
"CR10_2001-06-28",10,"June",2001,"062801CR10","Bongo",2001-06-28,1899-12-31 10:12:00,46.17,-124.21,77,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.0151634070915216
"CR10_2002-06-24",13,"June",2002,"062402CR10","Bongo",2002-06-24,1899-12-31 07:51:00,46.17,-124.21,73,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.0384994649253176
"CR10_2003-06-28",16,"June",2003,"062803CR10","Bongo",2003-06-28,1899-12-31 11:17:00,46.17,-124.21,73,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.114302971460987
"CR10_2004-06-26",20,"June",2004,"062604CR10","Bongo",2004-06-26,1899-12-31 10:31:00,46.17,-124.21,76,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.0505955874517711
"CR10_2005-06-19",23,"June",2005,"061905CR10","Bongo",2005-06-19,1899-12-31 11:37:00,46.17,-124.21,77,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.0134315442501149
"CR10_2006-06-24",27,"June",2006,"062406CR10","Bongo",2006-06-24,1899-12-31 11:14:00,46.17,-124.21,75.7,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.0263861606030234
"CR10_2007-06-26",30,"June",2007,"062607CR10","Bongo",2007-06-26,1899-12-31 11:54:00,46.17,-124.21,65.4,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.00241099025841881
"CR10_2008-06-27",33,"June",2008,"062708CR10","Bongo",2008-06-27,1899-12-31 11:23:00,46.17,-124.21,77,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.0585240476019419
"CR10_2009-06-28",36,"June",2009,"062809CR10","Bongo",2009-06-28,1899-12-31 10:15:00,46.17,-124.21,68,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.0129872241077155
"CR10_2010-06-26",39,"June",2010,"062610CR10","Bongo",2010-06-26,1899-12-31 10:56:00,46.17,-124.21,77,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.0534817039371787
"CR10_2011-06-25",42,"June",2011,"062511CR10","Bongo",2011-06-25,1899-12-31 10:49:00,46.17,-124.21,70,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.118919921322183
"CR10_2012-06-26",46,"June",2012,"062612CR10","Bongo",2012-06-26,1899-12-31 12:04:00,46.17,-124.21,70,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.190200211707955
"CR10_2013-06-25",48,"June",2013,"062513CR10","Bongo",2013-06-25,1899-12-31 10:52:00,46.17,-124.21,80,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0
"CR10_2014-06-25",49,"June",2014,"062514CR10","Bongo",2014-06-25,1899-12-31 10:10:00,46.17,-124.21,81,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.918442165774773
"CR10_2015-06-26",52,"June",2015,"062615CR10","Bongo",2015-06-26,1899-12-31 11:54:00,46.17,-124.21,73,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.755738471688916
"CR10_2016-06-27",55,"June",2016,"062716CR10","Bongo",2016-06-27,1899-12-31 11:29:00,46.17,-124.21,68,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,5.90703861639686
"CR10_2017-06-26",57,"June",2017,"062617CR10","Bongo",2017-06-26,1899-12-31 11:00:00,46.17,-124.21,82,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.388498252447086
"CR10_2018-06-25",60,"June",2018,"062518CR10","Bongo",2018-06-25,1899-12-31 11:14:00,46.17,-124.21,71,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.757177344643636
"CR10_2019-06-25",62,"June",2019,"062519CR10","Bongo",2019-06-25,1899-12-31 11:29:00,46.17,-124.21,74,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,9.91863925573896
"CR10_2020-06-25",63,"June",2020,"062520CR10","Bongo",2020-06-25,1899-12-31 11:30:00,46.17,-124.21,69,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.940358759676109
"CR10_2021-06-25",65,"June",2021,"062521CR10","Bongo",2021-06-25,1899-12-31 10:05:00,46.17,-124.21,74,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.422662295092343
"CR10_2022-06-25",67,"June",2022,"062522CR10","Bongo",2022-06-25,1899-12-31 10:55:00,46.17,-124.21,75,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.211213275536612
"CR10_2023-06-26",69,"June",2023,"062623CR10","Bongo",2023-06-26,1899-12-31 11:19:00,46.17,-124.21,74,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,1.82371010548657
"CR15_1999-06-19",4,"June",1999,"061999CR15","Meter",1999-06-19,1899-12-31 10:38:00,46.17,-124.33,113.3856,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0
"CR15_2000-06-20",7,"June",2000,"062000CR15D","Meter",2000-06-20,1899-12-31 16:16:00,46.17,-124.33,109,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0
"CR15_2001-06-28",10,"June",2001,"062801CR15","Bongo",2001-06-28,1899-12-31 12:24:00,46.17,-124.33,113,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0
"CR15_2002-06-24",13,"June",2002,"062402CR15","Bongo",2002-06-24,1899-12-31 09:43:00,46.17,-124.33,109,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.00682781350653427
"CR15_2003-06-28",16,"June",2003,"062803CR15","Bongo",2003-06-28,1899-12-31 13:49:00,46.17,-124.33,112,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0
"CR15_2004-06-26",20,"June",2004,"062604CR15","Bongo",2004-06-26,1899-12-31 12:26:00,46.17,-124.33,109,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.0250044012818127
"CR15_2005-06-19",23,"June",2005,"061905CR15","Bongo",2005-06-19,1899-12-31 13:50:00,46.17,-124.33,110,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0
"CR15_2006-06-24",27,"June",2006,"062406CR15","Bongo",2006-06-24,1899-12-31 13:28:00,46.17,-124.33,112,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.0257154228204103
"CR15_2007-06-26",30,"June",2007,"062607CR15","Bongo",2007-06-26,1899-12-31 13:49:00,46.17,-124.33,110.7,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.000264395057068667
"CR15_2008-06-27",33,"June",2008,"062708CR15","Bongo",2008-06-27,1899-12-31 13:50:00,46.17,-124.33,105,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.0271196133586366
"CR15_2009-06-28",36,"June",2009,"062809CR15","Bongo",2009-06-28,1899-12-31 12:40:00,46.17,-124.33,109,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.00053149870866235
"CR15_2010-06-26",39,"June",2010,"062610CR15","Bongo",2010-06-26,1899-12-31 13:05:00,46.17,-124.33,111,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.0543272131111119
"CR15_2011-06-25",42,"June",2011,"062511CR15","Bongo",2011-06-25,1899-12-31 12:54:00,46.17,-124.33,110,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.00303107697525509
"CR15_2012-06-26",46,"June",2012,"062612CR15","Bongo",2012-06-26,1899-12-31 14:06:00,46.17,-124.33,108,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.15231473376205
"CR15_2013-06-25",48,"June",2013,"062513CR15","Bongo",2013-06-25,1899-12-31 13:25:00,46.17,-124.33,113,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0
"CR15_2014-06-25",49,"June",2014,"062514CR15","Bongo",2014-06-25,1899-12-31 12:22:00,46.17,-124.33,112,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.242876989557904
"CR15_2015-06-26",52,"June",2015,"062615CR15","Bongo",2015-06-26,1899-12-31 14:43:00,46.17,-124.33,112,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.0706171550148086
"CR15_2016-06-27",55,"June",2016,"062716CR15","Bongo",2016-06-27,1899-12-31 13:50:00,46.17,-124.33,107,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.0509709377215894
"CR15_2017-06-26",57,"June",2017,"062617CR15","Bongo",2017-06-26,1899-12-31 12:59:00,46.17,-124.33,111,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.980186737387889
"CR15_2018-06-25",60,"June",2018,"062518CR15","Bongo",2018-06-25,1899-12-31 13:18:00,46.17,-124.33,110,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.305595076276948
"CR15_2019-06-25",62,"June",2019,"062519CR15A","Bongo",2019-06-25,1899-12-31 13:44:00,46.17,-124.33,109,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,1.02520921609821
"CR15_2020-06-25",63,"June",2020,"062520CR15","Bongo",2020-06-25,1899-12-31 13:47:00,46.17,-124.33,107,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.0071965563711407
"CR15_2021-06-25",65,"June",2021,"062521CR15","Bongo",2021-06-25,1899-12-31 12:12:00,46.17,-124.33,110,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.0201577945443477
"CR15_2022-06-25",67,"June",2022,"062522CR15","Bongo",2022-06-25,1899-12-31 13:20:00,46.17,-124.33,114,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.270756509775276
"CR15_2023-06-26",69,"June",2023,"062623CR15","Bongo",2023-06-26,1899-12-31 13:42:00,46.17,-124.33,110,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,11.0666732432882
"CR20_1999-06-19",4,"June",1999,"061999CR20","Meter",1999-06-19,1899-12-31 12:43:00,46.17,-124.45,131.6736,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0
"CR20_2000-06-20",7,"June",2000,"062000CR20D","Meter",2000-06-20,1899-12-31 19:04:00,46.17,-124.45,132,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0
"CR20_2001-06-28",10,"June",2001,"062801CR20","Bongo",2001-06-28,1899-12-31 14:43:00,46.17,-124.45,131,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0
"CR20_2002-06-24",13,"June",2002,"062402CR20","Bongo",2002-06-24,1899-12-31 11:49:00,46.17,-124.45,129,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0
"CR20_2003-06-28",16,"June",2003,"062803CR20","Bongo",2003-06-28,1899-12-31 16:21:00,46.17,-124.45,130,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.00325875289980592
"CR20_2004-06-26",20,"June",2004,"062604CR20","Bongo",2004-06-26,1899-12-31 14:29:00,46.17,-124.45,129,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.000866712386198437
"CR20_2005-06-19",23,"June",2005,"061905CR20","Bongo",2005-06-19,1899-12-31 16:06:00,46.17,-124.45,130,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0
"CR20_2006-06-24",27,"June",2006,"062406CR20","Bongo",2006-06-24,1899-12-31 15:49:00,46.17,-124.45,132.4,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.00625910097662079
"CR20_2007-06-26",30,"June",2007,"062607CR20","Bongo",2007-06-26,1899-12-31 16:00:00,46.17,-124.45,131.2,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.00212293616501801
"CR20_2008-06-27",33,"June",2008,"062708CR20","Bongo",2008-06-27,1899-12-31 16:24:00,46.17,-124.45,132.2,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.00124047643149009
"CR20_2009-06-28",36,"June",2009,"062809CR20","Bongo",2009-06-28,1899-12-31 14:41:00,46.17,-124.45,133,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0
"CR20_2010-06-26",39,"June",2010,"062610CR20","Bongo",2010-06-26,1899-12-31 15:10:00,46.17,-124.45,130,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0
"CR20_2011-06-25",42,"June",2011,"062511CR20","Bongo",2011-06-25,1899-12-31 15:00:00,46.17,-124.45,130,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0
"CR20_2012-06-26",46,"June",2012,"062612CR20","Bongo",2012-06-26,1899-12-31 16:15:00,46.17,-124.45,136,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.028541396523641
"CR20_2013-06-25",48,"June",2013,"062513CR20","Bongo",2013-06-25,1899-12-31 15:55:00,46.17,-124.45,130,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0
"CR20_2014-06-25",49,"June",2014,"062514CR20","Bongo",2014-06-25,1899-12-31 14:44:00,46.17,-124.45,132,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.0155946887537526
"CR20_2015-06-26",52,"June",2015,"062615CR20","Bongo",2015-06-26,1899-12-31 17:14:00,46.17,-124.45,132,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0
"CR20_2016-06-27",55,"June",2016,"062716CR20","Bongo",2016-06-27,1899-12-31 15:58:00,46.17,-124.45,131,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.0067533277983419
"CR20_2017-06-26",57,"June",2017,"062617CR20","Bongo",2017-06-26,1899-12-31 15:08:00,46.17,-124.45,133,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.129431747142158
"CR20_2018-06-25",60,"June",2018,"062518CR20","Bongo",2018-06-25,1899-12-31 15:24:00,46.17,-124.45,131,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.011312459620294
"CR20_2019-06-25",62,"June",2019,"062519CR20","Bongo",2019-06-25,1899-12-31 17:10:00,46.17,-124.45,131,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.00405133630445562
"CR20_2020-06-25",63,"June",2020,"062520CR20","Bongo",2020-06-25,1899-12-31 15:50:00,46.17,-124.45,133,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0
"CR20_2021-06-25",65,"June",2021,"062521CR20","Bongo",2021-06-25,1899-12-31 14:19:00,46.17,-124.45,132,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0
"CR20_2022-06-25",67,"June",2022,"062522CR20","Bongo",2022-06-25,1899-12-31 15:37:00,46.17,-124.45,133,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.0414478582999705
"CR20_2023-06-26",69,"June",2023,"062623CR20","Bongo",2023-06-26,1899-12-31 15:51:00,46.17,-124.45,130,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.0327158049192377
"CR25_1999-06-19",4,"June",1999,"061999CR25","Meter",1999-06-19,1899-12-31 14:55:00,46.17,-124.55,149.9616,"Columbia River",25,"CR25","CR","D",380.348584077934,5114.1036201594,0
"CR25_2000-06-21",7,"June",2000,"062100CR25D","Meter",2000-06-21,1899-12-31 10:28:00,46.17,-124.55,152,"Columbia River",25,"CR25","CR","D",380.348584077934,5114.1036201594,0
"CR25_2001-06-28",10,"June",2001,"062801CR25","Bongo",2001-06-28,1899-12-31 16:57:00,46.17,-124.55,154,"Columbia River",25,"CR25","CR","D",380.348584077934,5114.1036201594,0
"CR25_2002-06-24",13,"June",2002,"062402CR25","Bongo",2002-06-24,1899-12-31 13:55:00,46.17,-124.55,153,"Columbia River",25,"CR25","CR","D",380.348584077934,5114.1036201594,0
